2021-07-15 14:21:23,25.0,45.40625,1013.00048828125
2021-07-15 14:32:13,25.03125,45.08984375,1013.00439453125
2021-07-15 14:35:33,25.0,44.8203125,1013.002197265625
2021-07-15 14:39:20,25.0,45.3984375,1012.99658203125
2021-07-15 14:40:34,24.96875,44.91796875,1013.00439453125
2021-07-15 16:14:42,24.9375,45.1953125,1012.997314453125
2021-07-15 16:18:23,25.0,44.9765625,1012.9990234375
2021-07-15 16:20:29,25.0,44.8359375,1013.0
2021-07-15 16:26:21,24.984375,44.765625,1012.974365234375
2021-07-15 16:27:23,24.96875,44.890625,1013.002197265625
